Feature Set,Model,R2 Score,MSE
"a,b,H,R,G",LightGBM,0.6247558068234453,97.72541247743686
"a,b,H,R,B",Linear Regression,0.637131206325374,94.50246847752794
"a,b,H,R,B",Ridge Regression,0.6404169929155891,93.64674610878627
"a,b,H,R,B",Lasso Regression,0.6531623059484304,90.32746496883155
"a,b,H,R,B",Random Forest,0.6262598798867635,97.33370445588248
"a,b,H,R,B",XGBoost,0.5405327685071959,119.65974566426874
"a,b,H,R,B",LightGBM,0.5854692245549057,107.95687648630266
"a,b,H,G,B",Linear Regression,0.6373947800334252,94.43382557830154
"a,b,H,G,B",Ridge Regression,0.6417724777898627,93.29373513392227
"a,b,H,G,B",Lasso Regression,0.6575511564875188,89.18446998840705
"a,b,H,G,B",Random Forest,0.6272803297820592,97.06794714705876
"a,b,H,G,B",XGBoost,0.5458627126407947,118.27166025639526
"a,b,H,G,B",LightGBM,0.5729484888829266,111.21767060467934
"a,b,S,V,R",Linear Regression,0.61191296028848,101.07009441478905
"a,b,S,V,R",Ridge Regression,0.649436725878269,91.29772341838185
"a,b,S,V,R",Lasso Regression,0.648173146699724,91.62679925397543
"a,b,S,V,R",Random Forest,0.6302253593975744,96.30096863235306
"a,b,S,V,R",XGBoost,0.5406841260676145,119.620327386005
"a,b,S,V,R",LightGBM,0.6275098547929793,97.00817160149688
"a,b,S,V,G",Linear Regression,0.6370803775513605,94.51570589198101
"a,b,S,V,G",Ridge Regression,0.6491785756433172,91.36495387431043
"a,b,S,V,G",Lasso Regression,0.6481743522295262,91.62648529602663
"a,b,S,V,G",Random Forest,0.6207210093515684,98.77620088235318
"a,b,S,V,G",XGBoost,0.5594043429844221,114.74499299541696
"a,b,S,V,G",LightGBM,0.6070954231777987,102.32473288708958
"a,b,S,V,B",Linear Regression,0.6298680984578514,96.39401063894869
"a,b,S,V,B",Ridge Regression,0.6489706285684407,91.41910984536959
"a,b,S,V,B",Lasso Regression,0.646506636075775,92.06081113499826
"a,b,S,V,B",Random Forest,0.622109383176947,98.41462458823538
"a,b,S,V,B",XGBoost,0.565779126926206,113.08479837683628
"a,b,S,V,B",LightGBM,0.5759452761715418,110.4372127609273
"a,b,S,R,G",Linear Regression,0.6079829628436979,102.09358959022511
"a,b,S,R,G",Ridge Regression,0.6468851243885116,91.96224085155968
"a,b,S,R,G",Lasso Regression,0.646105934470609,92.16516645976351
"a,b,S,R,G",Random Forest,0.642337807865806,93.14650536764722
"a,b,S,R,G",XGBoost,0.570992630359919,111.72703779645491
"a,b,S,R,G",LightGBM,0.607639284668548,102.1830942169102
"a,b,S,R,B",Linear Regression,0.6499573510123087,91.16213622770624
"a,b,S,R,B",Ridge Regression,0.6441025797568571,92.68690315629355
"a,b,S,R,B",Lasso Regression,0.6358420134653382,94.83821492291182
"a,b,S,R,B",Random Forest,0.623620814025126,98.02100036764706
"a,b,S,R,B",XGBoost,0.5582793162030129,115.03798542077784
"a,b,S,R,B",LightGBM,0.5862033757990421,107.76568036799178
"a,b,S,G,B",Linear Regression,0.6562646008097324,89.51952962843116
"a,b,S,G,B",Ridge Regression,0.6463086637382226,92.11236937013749
"a,b,S,G,B",Lasso Regression,0.6439283164726064,92.73228680684099
"a,b,S,G,B",Random Forest,0.6387514301702377,94.08051113235304
"a,b,S,G,B",XGBoost,0.5675988655432962,112.61088109792827
"a,b,S,G,B",LightGBM,0.58740737638539,107.45212067522776
"a,b,V,R,G",Linear Regression,0.5905094392715011,106.64424574847699
"a,b,V,R,G",Ridge Regression,0.6661173456842207,86.95356438658851
"a,b,V,R,G",Lasso Regression,0.6784612885148636,83.73881269513488
"a,b,V,R,G",Random Forest,0.6222708707054934,98.37256814705886
"a,b,V,R,G",XGBoost,0.5692956398386801,112.16898760320474
"a,b,V,R,G",LightGBM,0.6411433541213584,93.45757876194338
"a,b,V,R,B",Linear Regression,0.6149795619993502,100.27145469551216
"a,b,V,R,B",Ridge Regression,0.6650584993561303,87.22932133644801
"a,b,V,R,B",Lasso Regression,0.6801403045156804,83.30154401991027
"a,b,V,R,B",Random Forest,0.6289510554743656,96.6328375294118
"a,b,V,R,B",XGBoost,0.5471581734643243,117.93428143580357
"a,b,V,R,B",LightGBM,0.5762715891806862,110.35223057067552
"a,b,V,G,B",Linear Regression,0.6146457937080498,100.35837847616578
"a,b,V,G,B",Ridge Regression,0.6652593315607307,87.17701830181025
"a,b,V,G,B",Lasso Regression,0.6801399331029998,83.30164074747614
"a,b,V,G,B",Random Forest,0.6128977599170379,100.81362155882358
"a,b,V,G,B",XGBoost,0.5418526349471583,119.316010852096
"a,b,V,G,B",LightGBM,0.6086237064611169,101.92671976134253
"a,b,R,G,B",Linear Regression,0.6472297326388176,91.87249400399575
"a,b,R,G,B",Ridge Regression,0.6644151909582485,87.39685911498363
"a,b,R,G,B",Lasso Regression,0.6780747103196825,83.83948983888776
"a,b,R,G,B",Random Forest,0.6211186394094351,98.67264548529425
"a,b,R,G,B",XGBoost,0.4938417082764921,131.81956906200887
"a,b,R,G,B",LightGBM,0.5768725674727362,110.19571688559117
"a,H,S,V,R",Linear Regression,0.6284700249776329,96.75811302883916
"a,H,S,V,R",Ridge Regression,0.6441646690175461,92.67073315627334
"a,H,S,V,R",Lasso Regression,0.6635677818969166,87.61755113783613
"a,H,S,V,R",Random Forest,0.648292840258935,91.59562727941197
"a,H,S,V,R",XGBoost,0.5622996222575503,113.99097103758562
"a,H,S,V,R",LightGBM,0.6212123246853805,98.64824688725783
"a,H,S,V,G",Linear Regression,0.6438567976600733,92.75091255930238
"a,H,S,V,G",Ridge Regression,0.6442315217984548,92.6533225854814
"a,H,S,V,G",Lasso Regression,0.6629596575369672,87.77592588418608
"a,H,S,V,G",Random Forest,0.6471671820551411,91.88878414705897
"a,H,S,V,G",XGBoost,0.5959060598446202,105.23879569466591
"a,H,S,V,G",LightGBM,0.6089528261682531,101.84100661848996
"a,H,S,V,B",Linear Regression,0.6434843374571249,92.84791293299622
"a,H,S,V,B",Ridge Regression,0.6419297075045637,93.25278756164195
"a,H,S,V,B",Lasso Regression,0.6580295759010629,89.05987449732157
"a,H,S,V,B",Random Forest,0.6379236023298462,94.29610358823547
"a,H,S,V,B",XGBoost,0.5889362939893649,107.05394235239316
"a,H,S,V,B",LightGBM,0.6018064428163548,103.70215003785675
"a,H,S,R,G",Linear Regression,0.6263422521762245,97.31225211601776
"a,H,S,R,G",Ridge Regression,0.643666838782798,92.80038383686792
"a,H,S,R,G",Lasso Regression,0.6614871377841745,88.15941642938192
"a,H,S,R,G",Random Forest,0.641203424267637,93.4419346029413
"a,H,S,R,G",XGBoost,0.5537383780097236,116.22058881889343
"a,H,S,R,G",LightGBM,0.6014403636202242,103.79748859629898
"a,H,S,R,B",Linear Regression,0.6260486569519084,97.38871356410789
"a,H,S,R,B",Ridge Regression,0.6357722391661838,94.85638634911687
"a,H,S,R,B",Lasso Regression,0.6462891196338318,92.11745927078836
"a,H,S,R,B",Random Forest,0.6112067307044831,101.25401885294121
"a,H,S,R,B",XGBoost,0.5667516231205177,112.83152972285038
"a,H,S,R,B",LightGBM,0.5907810198750029,106.57351760136456
"a,H,S,G,B",Linear Regression,0.6367848547250339,94.59266934837669
"a,H,S,G,B",Ridge Regression,0.6403224114736231,93.67137809669418
"a,H,S,G,B",Lasso Regression,0.6557625309045892,89.65028445279572
"a,H,S,G,B",Random Forest,0.6475717797911105,91.7834141470589
"a,H,S,G,B",XGBoost,0.5231161458245989,124.19558303782632
"a,H,S,G,B",LightGBM,0.6006613193860738,104.00037626386296
"a,H,V,R,G",Linear Regression,0.6160163344687841,100.00144647403116
"a,H,V,R,G",Ridge Regression,0.609257564940892,101.76164303926464
"a,H,V,R,G",Lasso Regression,0.6234813733324092,98.05731511804078
"a,H,V,R,G",Random Forest,0.616668623284265,99.83156991176469
"a,H,V,R,G",XGBoost,0.5757104363726034,110.49837244476699
"a,H,V,R,G",LightGBM,0.5849640134359951,108.08844938171717
"a,H,V,R,B",Linear Regression,0.6203408568014789,98.87520458564131
"a,H,V,R,B",Ridge Regression,0.6354561553847553,94.93870452613125
"a,H,V,R,B",Lasso Regression,0.6489652382309422,91.42051365911277
"a,H,V,R,B",Random Forest,0.6329170058101021,95.59997908823526
"a,H,V,R,B",XGBoost,0.5425331349952349,119.13878719587831
"a,H,V,R,B",LightGBM,0.569914795664749,112.00773991545724
"a,H,V,G,B",Linear Regression,0.6269169349503794,97.16258661240919
"a,H,V,G,B",Ridge Regression,0.6354598855941175,94.9377330620682
"a,H,V,G,B",Lasso Regression,0.6489825551022577,91.41600380013854
"a,H,V,G,B",Random Forest,0.6268629221410221,97.17665325000007
"a,H,V,G,B",XGBoost,0.5616483740310202,114.16057659769862
"a,H,V,G,B",LightGBM,0.579911256603052,109.40434648186292
"a,H,R,G,B",Linear Regression,0.6298172388199077,96.40725609134176
"a,H,R,G,B",Ridge Regression,0.6361621330055827,94.7548457071282
"a,H,R,G,B",Lasso Regression,0.649931870578285,91.16877213565724
"a,H,R,G,B",Random Forest,0.6307177182672048,96.17274286764705
"a,H,R,G,B",XGBoost,0.5293795193046418,122.5644032142136
"a,H,R,G,B",LightGBM,0.5619328624997847,114.08648683572326
"a,S,V,R,G",Linear Regression,0.6260498147597446,97.38841203446287
"a,S,V,R,G",Ridge Regression,0.6490139076142415,91.40783861804769
"a,S,V,R,G",Lasso Regression,0.6481692962352206,91.62780203626669
"a,S,V,R,G",Random Forest,0.6299503699721274,96.37258454411774
"a,S,V,R,G",XGBoost,0.5661302782476821,112.99334750735643
"a,S,V,R,G",LightGBM,0.6273439426737984,97.05138034550087
"a,S,V,R,B",Linear Regression,0.6079662436819114,102.09794378680316
"a,S,V,R,B",Ridge Regression,0.648903820239187,91.43650883954982
"a,S,V,R,B",Lasso Regression,0.6465051227357859,92.06120525641931
"a,S,V,R,B",Random Forest,0.6212282785994707,98.64409198529412
"a,S,V,R,B",XGBoost,0.5480720969948392,117.69626694919327
"a,S,V,R,B",LightGBM,0.5719375998594637,111.48093796119869
"a,S,V,G,B",Linear Regression,0.6383740893496985,94.17878257266392
"a,S,V,G,B",Ridge Regression,0.6494853511884744,91.28505985533923
"a,S,V,G,B",Lasso Regression,0.6465067071759553,92.06079261827081
"a,S,V,G,B",Random Forest,0.6216653389743236,98.5302676911765
"a,S,V,G,B",XGBoost,0.524716739850148,123.77873791616946
"a,S,V,G,B",LightGBM,0.591390008149118,106.41491786454245
"a,S,R,G,B",Linear Regression,0.6196636768234018,99.05156359101011
"a,S,R,G,B",Ridge Regression,0.6460946099842224,92.16811571287215
"a,S,R,G,B",Lasso Regression,0.6439280735504758,92.73235007141868
"a,S,R,G,B",Random Forest,0.6353076793371883,94.97737236764715
"a,S,R,G,B",XGBoost,0.5443036073302738,118.67770040927972
"a,S,R,G,B",LightGBM,0.5746498732850779,110.77457649288137
"a,V,R,G,B",Linear Regression,0.5957942816776067,105.26790625167384
"a,V,R,G,B",Ridge Regression,0.6669492138410535,86.7369197049876
"a,V,R,G,B",Lasso Regression,0.6696247834909508,86.04011705646454
"a,V,R,G,B",Random Forest,0.6177338701553272,99.55414605882348
"a,V,R,G,B",XGBoost,0.5423195323003549,119.19441606860445
"a,V,R,G,B",LightGBM,0.5796366633717405,109.47585921218997
"b,H,S,V,R",Linear Regression,0.6548514146117679,89.88756784624981
"b,H,S,V,R",Ridge Regression,0.6446126059305917,92.55407626887244
"b,H,S,V,R",Lasso Regression,0.653175686691823,90.32398020160244
"b,H,S,V,R",Random Forest,0.6505636558090953,91.00423535294134
"b,H,S,V,R",XGBoost,0.5790212147073364,109.63614143822107
"b,H,S,V,R",LightGBM,0.6131973048839044,100.73561061028693
"b,H,S,V,G",Linear Regression,0.6175181104752518,99.61033667846472
"b,H,S,V,G",Ridge Regression,0.6338316960115972,95.36176493634265
"b,H,S,V,G",Lasso Regression,0.6507503158797696,90.95562318856567
"b,H,S,V,G",Random Forest,0.660874751659623,88.31890107352959
"b,H,S,V,G",XGBoost,0.625909220817916,97.4250271272661
"b,H,S,V,G",LightGBM,0.6034458031382425,103.27520895104229
"b,H,S,V,B",Linear Regression,0.6255369204205471,97.52198588255128
"b,H,S,V,B",Ridge Regression,0.6255141277274703,97.52792181806448
"b,H,S,V,B",Lasso Regression,0.6397155112868227,93.82943402978037
"b,H,S,V,B",Random Forest,0.6345675962549207,95.17011332352956
"b,H,S,V,B",XGBoost,0.6260928377472537,97.37720749278897
"b,H,S,V,B",LightGBM,0.556156220148471,115.5909065357002
"b,H,S,R,G",Linear Regression,0.6375645406627313,94.38961456098794
"b,H,S,R,G",Ridge Regression,0.6451623138908857,92.41091499379151
"b,H,S,R,G",Lasso Regression,0.6583785309732134,88.96899560037365
"b,H,S,R,G",Random Forest,0.6450241330193178,92.44690164705894
"b,H,S,R,G",XGBoost,0.5648398289507914,113.32942116848977
"b,H,S,R,G",LightGBM,0.5930334522008704,105.98691324578601
"b,H,S,R,B",Linear Regression,0.6385423844717231,94.13495321962701
"b,H,S,R,B",Ridge Regression,0.6243798001846853,97.82333645477019
"b,H,S,R,B",Lasso Regression,0.6306127840991728,96.20007103165432
"b,H,S,R,B",Random Forest,0.6194295334754795,99.11254189705895
"b,H,S,R,B",XGBoost,0.5811809159515764,109.07368717841031
"b,H,S,R,B",LightGBM,0.5549643698159292,115.90130191949822
"b,H,S,G,B",Linear Regression,0.6179734551429155,99.49175057833044
"b,H,S,G,B",Ridge Regression,0.627636997774782,96.97505956254672
"b,H,S,G,B",Lasso Regression,0.6406872421877707,93.57636468230207
"b,H,S,G,B",Random Forest,0.6368827860096544,94.56716495588239
"b,H,S,G,B",XGBoost,0.5794067077590275,109.53574690002772
"b,H,S,G,B",LightGBM,0.5319711065822849,121.88947222185101
"b,H,V,R,G",Linear Regression,0.6124212563158627,100.93771811199773
"b,H,V,R,G",Ridge Regression,0.6448534494484993,92.49135302742583
"b,H,V,R,G",Lasso Regression,0.6513704584807278,90.79411851354207
"b,H,V,R,G",Random Forest,0.6530262553819317,90.36289682352947
"b,H,V,R,G",XGBoost,0.589188396222451,106.9882869867331
"b,H,V,R,G",LightGBM,0.6108632623584476,101.34346883351287
"b,H,V,R,B",Linear Regression,0.6182652020801129,99.41577048244864
"b,H,V,R,B",Ridge Regression,0.6384033688819755,94.17115725981182
"b,H,V,R,B",Lasso Regression,0.6401254866043244,93.72266353809265
"b,H,V,R,B",Random Forest,0.6278772334685983,96.9124946176471
"b,H,V,R,B",XGBoost,0.5544822594440273,116.02685865244837
"b,H,V,R,B",LightGBM,0.5541730294647302,116.10739188341294
"b,H,V,G,B",Linear Regression,0.6393289429939415,93.9301085946623
"b,H,V,G,B",Ridge Regression,0.6358865678542465,94.82661155605653
"b,H,V,G,B",Lasso Regression,0.6489340582877613,91.4286338988494
"b,H,V,G,B",Random Forest,0.6144122101883887,100.41921098529426
"b,H,V,G,B",XGBoost,0.5779594291751207,109.91266384945402
"b,H,V,G,B",LightGBM,0.5478167790674002,117.76275978299476
"b,H,R,G,B",Linear Regression,0.6311600482959273,96.05754618960617
"b,H,R,G,B",Ridge Regression,0.6425445198003256,93.09267106605834
"b,H,R,G,B",Lasso Regression,0.6526234705596314,90.46779468368217
"b,H,R,G,B",Random Forest,0.6217187411254357,98.51636008823553
"b,H,R,G,B",XGBoost,0.5177292424989326,125.5985024141939
"b,H,R,G,B",LightGBM,0.5406342063762306,119.6333280466946
"b,S,V,R,G",Linear Regression,0.5875105525609856,107.4252503478482
"b,S,V,R,G",Ridge Regression,0.6387354481456029,94.08467335518833
"b,S,V,R,G",Lasso Regression,0.6369623157675455,94.54645290081139
"b,S,V,R,G",Random Forest,0.639630329019334,93.85161817647065
"b,S,V,R,G",XGBoost,0.5888553941248089,107.07501122641403
"b,S,V,R,G",LightGBM,0.5789318003079862,109.65942776540963
"b,S,V,R,B",Linear Regression,0.6162457249239595,99.94170597102527
"b,S,V,R,B",Ridge Regression,0.6379639841180337,94.28558689809356
"b,S,V,R,B",Lasso Regression,0.6346452295650002,95.14989516322896
"b,S,V,R,B",Random Forest,0.6251695359240049,97.61766438235288
"b,S,V,R,B",XGBoost,0.5581639670240244,115.06802598183265
"b,S,V,R,B",LightGBM,0.5492987432592116,117.37680960826837
"b,S,V,G,B",Linear Regression,0.5825803603687822,108.70922775332781
"b,S,V,G,B",Ridge Regression,0.6293193607262372,96.53691923590785
"b,S,V,G,B",Lasso Regression,0.6336028013456648,95.4213763202065
"b,S,V,G,B",Random Forest,0.6193288119512119,99.13877295588246
"b,S,V,G,B",XGBoost,0.5361416317228003,120.80333605501464
"b,S,V,G,B",LightGBM,0.5205211295309577,124.87140705400886
"b,S,R,G,B",Linear Regression,0.6421047937752616,93.20718957948998
"b,S,R,G,B",Ridge Regression,0.635285200728233,94.98322650575777
"b,S,R,G,B",Lasso Regression,0.6393988631722705,93.91189917692328
"b,S,R,G,B",Random Forest,0.623874819667926,97.95484929411785
"b,S,R,G,B",XGBoost,0.5480538889904294,117.70100888730637
"b,S,R,G,B",LightGBM,0.5228624297688477,124.26165869376264
"b,V,R,G,B",Linear Regression,0.576953875893868,110.17454161056364
"b,V,R,G,B",Ridge Regression,0.6797936542976617,83.39182266021245
"b,V,R,G,B",Lasso Regression,0.6648531603425754,87.28279808615464
"b,V,R,G,B",Random Forest,0.6070964918974182,102.32445455882353
"b,V,R,G,B",XGBoost,0.5518377174135525,116.71558073114146
"b,V,R,G,B",LightGBM,0.5520995274981202,116.64739713504491
"H,S,V,R,G",Linear Regression,0.6220951926998064,98.41832023564857
"H,S,V,R,G",Ridge Regression,0.6408085692638567,93.54476728846952
"H,S,V,R,G",Lasso Regression,0.6551298444705186,89.81505593723901
"H,S,V,R,G",Random Forest,0.6258805555900862,97.43249245588243
"H,S,V,R,G",XGBoost,0.5906839610052779,106.59879478952881
"H,S,V,R,G",LightGBM,0.5431244902964458,118.98477964084503
"H,S,V,R,B",Linear Regression,0.6432360789888871,92.9125672611663
"H,S,V,R,B",Ridge Regression,0.6311918412054913,96.04926631410777
"H,S,V,R,B",Lasso Regression,0.6465235342210618,92.05641032547666
"H,S,V,R,B",Random Forest,0.6079156349999401,102.111123882353
"H,S,V,R,B",XGBoost,0.5729839763516595,111.20842854955158
"H,S,V,R,B",LightGBM,0.5304524705774118,122.28497289228905
"H,S,V,G,B",Linear Regression,0.6233310641923131,98.09646035461503
"H,S,V,G,B",Ridge Regression,0.633164358306687,95.53556070363229
"H,S,V,G,B",Lasso Regression,0.6470052691340852,91.9309513738498
"H,S,V,G,B",Random Forest,0.6003426190750039,104.0833758676472
"H,S,V,G,B",XGBoost,0.5512823448039206,116.86021725941258
"H,S,V,G,B",LightGBM,0.5356615127542366,120.92837416378306
"H,S,R,G,B",Linear Regression,0.632345505798404,95.74881570020591
"H,S,R,G,B",Ridge Regression,0.6358838665210129,94.82731506835411
"H,S,R,G,B",Lasso Regression,0.6502243355304527,91.0926050460513
"H,S,R,G,B",Random Forest,0.6031856898532559,103.34295064705893
"H,S,R,G,B",XGBoost,0.5460272988941728,118.22879680962654
"H,S,R,G,B",LightGBM,0.5482486826130741,117.65027848969572
"H,V,R,G,B",Linear Regression,0.615329700787864,100.18026752152235
"H,V,R,G,B",Ridge Regression,0.6373483039296175,94.4459294202731
"H,V,R,G,B",Lasso Regression,0.626198593036901,97.34966548283818
"H,V,R,G,B",Random Forest,0.5895516443775423,106.89368572058837
"H,V,R,G,B",XGBoost,0.5373056653533179,120.50018501697465
"H,V,R,G,B",LightGBM,0.5524601448545293,116.55348101177788
"S,V,R,G,B",Linear Regression,0.5877250457967704,107.36938955020804
"S,V,R,G,B",Ridge Regression,0.6386975674340212,94.09453868616905
"S,V,R,G,B",Lasso Regression,0.6345741479029969,95.16840706791709
"S,V,R,G,B",Random Forest,0.6056092280104288,102.7117849411766
"S,V,R,G,B",XGBoost,0.5026324393340851,129.5301856839234
"S,V,R,G,B",LightGBM,0.4986081709071407,130.5782319937514
"L,a,b,H,S,V",Linear Regression,0.6442793573015743,92.64086471309211
"L,a,b,H,S,V",Ridge Regression,0.6499255611793132,91.17041530196923
"L,a,b,H,S,V",Lasso Regression,0.6645517192151675,87.36130285464745
"L,a,b,H,S,V",Random Forest,0.6388776421943639,94.04764154411787
"L,a,b,H,S,V",XGBoost,0.5981916417688786,104.64355813906694
"L,a,b,H,S,V",LightGBM,0.6327601253593238,95.64083570118422
"L,a,b,H,S,R",Linear Regression,0.6294858141582547,96.49356951698351
"L,a,b,H,S,R",Ridge Regression,0.6518126753525864,90.67895130511432
"L,a,b,H,S,R",Lasso Regression,0.6689647845678179,86.21200157372198
"L,a,b,H,S,R",Random Forest,0.635691619728373,94.87738219117661
"L,a,b,H,S,R",XGBoost,0.599947881320404,104.1861780177941
"L,a,b,H,S,R",LightGBM,0.6355455170132511,94.91543194213607
"L,a,b,H,S,G",Linear Regression,0.6446264403984849,92.55047333748573
"L,a,b,H,S,G",Ridge Regression,0.6505249323156925,91.01432017086569
"L,a,b,H,S,G",Lasso Regression,0.6655118428117925,87.11125641498045
"L,a,b,H,S,G",Random Forest,0.6448655589246914,92.48819933823549
"L,a,b,H,S,G",XGBoost,0.6011746933642144,103.8666775026796
"L,a,b,H,S,G",LightGBM,0.628535823309898,96.74097706970149
"L,a,b,H,S,B",Linear Regression,0.6408387683429613,93.53690249664702
"L,a,b,H,S,B",Ridge Regression,0.6475970912721053,91.7768222398006
"L,a,b,H,S,B",Lasso Regression,0.658348044276008,88.97693529701291
"L,a,b,H,S,B",Random Forest,0.6352826627679599,94.98388747058831
"L,a,b,H,S,B",XGBoost,0.6145384428663847,100.38633601814053
"L,a,b,H,S,B",LightGBM,0.5992148826321374,104.37707397423753
